ticker,valuation_score_A,quality_score_A,growth_score_A,sentiment_score_A,potential_score_A,valuation_score_B,quality_score_B,growth_score_B,sentiment_score_B,potential_score_B
PNTG,15.79,61.49,,77.42,40.69,20.0,61.38,,77.42,42.22
PNW,59.25,33.33,87.8,59.18,57.27,59.25,33.33,87.8,59.18,57.27
PODD,16.94,70.8,83.99,92.5,66.02,18.07,73.26,85.4,92.5,67.17
POET,0.0,1.46,,89.86,25.16,0.0,1.46,,89.86,25.16
POOL,33.59,69.26,21.6,38.98,36.46,33.7,71.14,18.26,38.98,35.71
POST,66.25,31.97,,74.07,54.06,64.19,33.22,79.11,74.07,58.2
POWI,29.2,52.6,16.69,44.2,27.95,23.68,53.72,12.9,44.2,25.75
POWL,68.34,61.56,96.04,86.73,71.2,68.47,60.96,96.02,86.73,71.07
PPC,87.48,38.53,56.77,92.59,65.33,86.93,38.53,54.16,92.59,64.68
PPG,58.05,78.89,,48.89,59.38,57.72,81.11,,48.89,59.86
PPL,36.02,84.44,53.66,73.47,59.27,35.0,82.22,56.1,73.47,58.89
PPTA,0.0,36.63,,69.35,26.15,0.0,35.56,,69.35,25.86
PR,74.52,100.0,89.67,37.84,70.96,72.49,37.25,88.01,37.84,56.79
PRAH,33.35,50.5,,53.33,45.23,34.76,52.95,,53.33,46.35
PRAX,19.12,30.85,,55.05,31.33,18.73,30.64,,55.05,31.2
PRCH,9.1,15.75,,99.27,35.21,8.44,17.13,,99.27,35.59
PRCT,0.0,25.66,97.09,46.67,43.43,0.0,25.97,97.09,46.67,43.48
PRDO,,,,,,,,,,
PRFT,53.7,32.92,36.2,50.18,30.81,55.8,33.42,35.29,50.18,30.7
PRG,,,,,,,,,,
PRGO,33.33,41.03,16.52,73.17,34.36,33.93,41.71,10.63,73.17,32.59
PRGS,74.93,88.51,47.96,37.23,53.83,80.54,85.79,47.51,37.23,53.74
PRIM,75.63,39.72,84.83,82.14,67.35,75.84,37.01,83.23,82.14,66.25
PRLB,45.88,32.29,21.58,78.76,31.71,47.76,31.99,23.48,78.76,32.69
PRM,54.01,22.22,93.75,95.56,59.41,56.01,21.11,93.94,95.56,59.81
PRME,16.71,20.46,,29.14,14.3,16.08,20.55,,29.14,14.22
PRO,17.65,34.01,37.56,14.05,21.62,17.3,37.06,36.65,14.05,21.72
PRTA,27.01,55.19,73.24,49.15,51.33,20.17,19.35,72.73,49.15,45.19
PRTH,82.26,26.28,60.63,45.44,43.73,81.63,29.05,60.18,45.44,43.96
PRVA,27.18,0.75,52.94,68.07,36.55,27.01,16.49,52.04,68.07,39.13
PRVB,8.1,80.99,,48.98,52.61,8.42,76.13,,48.98,51.09
PS,0.0,43.6,,44.98,33.73,0.0,45.45,,44.98,34.46
PSA,29.76,75.23,63.68,59.18,54.79,30.37,73.49,64.18,59.18,54.69
PSB,3.25,47.43,,34.69,25.65,3.84,75.62,,34.69,36.29
PSFE,,,,,,,,,,
PSIX,42.87,63.14,64.36,99.12,55.48,42.75,63.74,62.7,99.12,55.11
PSMT,52.03,62.37,,77.42,58.57,52.07,60.22,,77.42,57.79
PSN,79.06,49.05,81.47,5.26,55.52,79.37,49.07,73.96,5.26,53.35
PSNL,24.84,8.26,44.37,64.17,32.19,11.78,56.47,44.76,64.17,38.6
PSTG,16.82,41.0,91.94,20.29,43.2,17.34,42.91,91.13,20.29,43.56
PSTL,34.09,30.82,89.57,80.95,47.66,39.74,52.2,87.73,80.95,54.26
PSTX,14.43,35.59,67.61,52.58,45.24,14.0,2.58,100.0,52.58,57.71
PSX,,,,,,,,,,
PTC,44.48,85.33,35.75,48.36,47.21,46.19,89.78,34.84,48.36,47.81
PTCT,95.37,71.9,35.92,57.29,45.07,94.26,65.16,35.66,57.29,43.85
PTEN,,,,,,,,,,
PTGX,27.2,63.28,93.66,54.08,69.5,22.04,80.65,92.31,54.08,70.97
PTLO,45.27,36.84,40.12,67.57,40.39,45.59,36.84,35.71,67.57,38.93
PTON,10.0,1.74,13.21,96.61,25.35,12.5,2.33,9.43,96.61,24.67
PTVE,,,,,,,,,,
PUBM,42.44,58.73,28.96,14.78,23.71,55.43,53.43,28.51,14.78,23.99
PUMP,15.28,7.89,80.39,2.63,12.19,40.07,13.16,72.22,2.63,20.28
PVAC,66.67,24.0,95.24,62.58,61.81,66.67,29.41,95.35,62.58,62.97
PVH,87.1,57.66,45.25,10.81,44.79,92.46,66.67,68.15,10.81,55.58
PWP,57.84,10.81,67.74,56.76,43.33,71.49,10.81,65.62,56.76,45.41
PWR,9.86,46.95,85.91,75.0,53.54,8.73,48.7,82.5,75.0,52.67
PWSC,28.68,57.56,46.61,50.0,43.18,25.54,51.11,46.61,50.0,41.56
PXD,33.04,78.0,66.67,62.58,55.77,33.41,78.43,67.44,62.58,56.13
PYCR,19.12,41.95,80.09,77.74,61.33,24.97,31.12,78.28,77.74,59.01
PYPL,,,,,,,,,,
PZZA,62.86,59.65,,56.76,55.75,61.76,57.89,,56.76,54.88
QADA,14.86,39.94,,44.98,35.84,13.43,42.84,,44.98,36.63
QBTS,0.0,45.0,74.19,98.55,49.63,0.0,50.0,74.19,98.55,50.88
QCOM,82.22,76.99,49.12,44.93,59.6,82.59,76.6,44.08,44.93,57.86
QDEL,100.0,93.79,,63.33,77.86,100.0,93.51,,63.33,77.79
QEP,,,,,,,,,,
QLYS,66.41,92.55,45.25,45.07,53.47,64.23,94.62,44.34,45.07,53.15
QNST,38.86,23.22,28.57,35.29,20.7,34.72,24.2,32.14,35.29,21.34
QRVO,49.54,33.32,35.86,54.35,40.37,52.63,37.59,18.48,54.35,35.85
QS,0.0,2.65,,5.31,0.0,0.0,2.65,,5.31,0.0
QSI,17.88,14.88,,87.33,42.52,18.04,13.55,,87.33,42.11
QSR,26.35,75.44,59.63,43.24,50.82,27.94,76.32,55.71,43.24,49.96
QTWO,20.06,35.94,41.86,55.66,36.68,19.44,33.18,40.95,55.66,35.62
QUBT,0.0,13.35,,100.0,27.7,0.0,14.78,,100.0,28.21
QUOT,,,,,,,,,,
QURE,10.39,9.09,11.97,66.0,14.22,13.42,55.48,11.89,66.0,21.32
R,,,,,,,,,,
RADA,42.59,66.59,,22.37,45.42,42.59,65.69,,22.37,45.1
RADI,0.0,9.92,88.46,27.14,33.55,1.33,19.64,88.46,27.14,36.31
RAMP,48.18,57.31,47.51,63.32,45.11,43.4,58.65,45.93,63.32,44.01
RARE,18.44,53.72,54.93,56.29,47.51,13.35,43.23,55.24,56.29,45.73
RAVN,2.58,40.02,,34.96,25.05,2.58,41.82,,34.96,25.69
RBA,25.27,38.36,100.0,96.23,63.19,26.46,39.66,100.0,96.23,63.81
RBBN,18.67,60.32,28.42,54.29,29.02,19.95,63.49,52.6,54.29,37.38
RBLX,7.56,17.02,85.52,96.35,63.91,6.96,20.21,84.16,96.35,63.78
RCII,,,,,,,,,,
RCKT,20.11,52.85,,52.03,37.05,20.39,52.53,,52.03,37.0
RCL,25.77,51.01,89.34,94.92,69.26,38.7,52.03,93.15,94.92,73.4
RCM,39.67,25.58,80.54,54.38,53.88,39.71,27.78,79.19,54.38,53.63
RCUS,29.05,42.65,71.13,51.17,48.96,23.92,74.19,70.63,51.17,53.01
RDFN,,,,,,,,,,
RDNT,21.94,29.98,57.67,66.67,42.07,23.2,30.66,55.45,66.67,41.72
RDUS,0.0,40.81,,51.22,29.69,0.0,40.88,,51.22,29.71
RDVT,38.41,84.24,71.49,91.06,63.66,39.94,70.45,67.87,91.06,59.35
RDW,0.0,11.74,96.88,84.21,41.02,0.0,11.74,96.88,84.21,41.02
RDWR,41.75,61.25,9.05,82.48,27.26,38.3,64.08,8.6,82.48,27.17
REAL,0.0,2.67,37.31,90.79,26.38,0.0,1.33,40.3,90.79,27.14
REG,35.41,60.39,45.62,86.39,50.36,35.87,56.15,44.02,86.39,48.92
REGN,66.73,52.89,36.62,43.11,42.04,65.35,46.45,36.36,43.11,40.84
REPL,15.9,33.06,,57.17,32.6,15.31,41.57,,57.17,35.25
REPX,79.37,46.0,78.14,50.75,54.51,78.62,54.9,69.1,50.75,54.48
RES,59.26,76.67,38.88,35.0,43.19,62.32,76.67,47.32,35.0,45.78
RETA,7.23,29.08,10.56,48.98,15.09,7.41,28.85,11.19,48.98,15.41
REVG,,,,,,,,,,
REX,34.85,66.67,23.08,66.67,36.95,34.85,76.67,,66.67,47.11
REXR,31.12,31.45,79.66,11.56,41.58,34.43,59.44,69.63,11.56,46.65
REYN,,,,,,,,,,
REZI,,,,,,,,,,
RFP,,,,,,,,,,
RGEN,11.35,37.04,4.18,70.0,24.28,10.71,42.8,9.7,70.0,26.95
RGLD,2.78,68.75,,58.06,37.77,2.78,67.12,,58.06,37.33
RGLS,6.26,32.95,,54.27,29.5,6.04,33.08,,54.27,29.5
RGNX,31.16,18.6,20.42,51.38,18.3,19.37,51.61,20.98,51.38,22.63
RGR,49.69,53.69,13.39,40.79,28.32,21.76,53.39,12.38,40.79,22.26
RGTI,0.0,30.03,14.52,97.1,26.46,0.0,4.79,14.52,97.1,20.16
RH,90.17,74.61,89.55,22.37,66.7,46.89,75.06,46.34,22.37,43.12
RHI,,,,,,,,,,
RHP,1.86,10.08,,53.06,12.71,1.86,9.13,,53.06,12.36
RICK,47.39,67.54,37.14,45.95,37.51,52.94,63.16,37.5,45.95,37.88
RIG,,,,,,,,,,
RIGL,63.09,59.5,52.82,74.72,49.78,98.16,67.74,53.15,74.72,53.85
RIO,57.5,95.83,52.17,40.32,58.53,57.5,95.83,56.52,40.32,59.56
RIOT,,,,,,,,,,
RITM,56.53,68.83,,74.83,62.4,56.69,65.75,,74.83,61.34
RIVN,13.94,7.76,98.08,32.76,44.05,12.73,8.62,98.08,32.76,43.97
RKLB,0.0,6.38,100.0,100.0,49.35,0.0,5.48,100.0,100.0,49.12
RKT,,,,,,,,,,
RL,29.03,93.69,84.79,97.3,76.76,27.2,84.68,79.75,97.3,72.85
RLAY,25.07,31.46,88.03,49.91,55.78,19.26,30.32,86.71,49.91,54.47
RLJ,78.65,46.09,83.32,10.88,56.93,78.79,43.19,83.33,10.88,56.23
RLX,,,,,,,,,,
RM,,,,,,,,,,
RMBS,52.61,77.63,85.51,65.94,67.16,57.84,77.15,88.04,65.94,68.99
RMD,57.53,75.63,59.67,85.83,66.52,58.21,76.29,61.53,85.83,67.43
RNG,58.09,61.37,,22.08,40.45,58.8,64.51,,22.08,41.84
ROAD,13.91,35.19,86.27,87.5,51.32,11.65,36.09,87.73,87.5,51.41
ROCK,51.61,31.31,,56.06,40.76,51.61,34.34,,56.06,41.58
ROG,29.17,57.48,9.19,7.14,18.68,30.61,49.43,10.47,7.14,17.43
ROIC,37.81,52.95,45.42,96.6,47.54,37.62,48.28,46.29,96.6,46.56
ROIV,23.35,9.92,75.35,42.2,50.77,15.66,44.52,18.18,42.2,24.59
ROK,21.62,66.68,45.54,74.34,49.15,21.24,67.42,48.28,74.34,50.06
ROKU,0.0,22.91,74.07,77.42,44.27,0.0,28.67,74.07,77.42,45.68
ROL,14.23,65.45,72.87,66.04,53.21,14.73,66.08,75.06,66.04,54.15
ROLL,16.71,68.44,70.44,82.3,56.52,16.38,65.61,91.05,82.3,61.9
ROOT,,,,,,,,,,
ROP,30.15,77.57,70.14,47.79,56.73,28.76,78.47,65.95,47.79,55.35
ROST,35.91,78.06,73.31,43.42,58.4,39.69,79.07,71.83,43.42,58.85
ROVR,,,,,,,,,,
RP,24.1,50.91,,44.98,42.33,24.68,53.9,,44.98,43.63
RPAY,63.66,81.21,26.02,4.2,27.14,63.46,62.95,25.57,4.2,23.35
RPD,58.16,53.34,42.53,3.65,32.94,59.75,55.98,41.63,3.65,33.19
RPM,43.9,55.56,66.34,77.78,58.85,44.47,53.33,68.23,77.78,59.01
RPRX,27.78,77.28,31.69,39.05,38.61,62.52,96.45,29.37,39.05,42.86
RRC,20.81,34.0,12.76,85.41,37.25,23.06,41.18,10.42,85.41,39.1
RRD,48.13,54.01,,33.96,46.22,48.36,52.72,,33.96,45.85
RRR,52.27,83.25,55.56,19.35,50.66,65.96,78.93,51.85,19.35,51.14
RRX,45.08,49.35,64.51,53.57,50.8,45.44,47.53,61.74,53.57,49.61
RS,,,,,,,,,,
RSG,,,,,,,,,,
RSI,0.0,3.49,73.58,91.53,40.35,11.52,7.76,83.02,91.53,46.79
RSKD,32.98,24.51,48.87,42.34,31.06,18.71,26.58,48.87,42.34,29.77
RTLR,62.5,63.16,,28.29,51.52,62.5,60.53,,28.29,50.85
RTX,59.92,54.4,56.7,63.16,57.65,59.17,53.5,73.23,63.16,62.19
RUN,3.03,10.75,47.37,26.09,21.22,2.67,10.76,43.86,26.09,19.93
RUSHA,52.52,54.31,57.8,81.03,57.14,57.58,61.21,58.52,81.03,59.79
RUTH,80.0,63.16,100.0,33.78,71.85,79.41,61.4,100.0,33.78,71.38
RVLV,28.51,46.5,27.06,82.89,37.8,26.23,47.58,29.63,82.89,38.44
RVMD,13.44,43.22,,50.5,37.69,12.92,43.67,,50.5,37.75
RVNC,16.33,25.62,80.99,70.52,55.34,16.33,9.68,79.72,70.52,52.28
RWAY,,,,,,,,,,
RWT,25.64,44.76,,22.45,22.06,25.7,45.82,,22.45,22.48
RXDX,7.16,45.44,85.92,48.98,65.15,7.48,45.24,84.62,48.98,64.45
RXO,3.24,17.95,,9.62,3.9,3.13,19.87,,9.62,4.55
RXRX,17.85,6.61,50.7,52.98,36.79,18.08,5.16,51.75,52.98,37.15
RXST,0.0,31.59,96.12,10.0,30.7,0.0,34.44,96.12,10.0,31.15
RXT,53.4,16.07,4.98,2.55,2.41,54.47,18.71,5.43,2.55,3.27
RYI,54.69,31.8,7.28,72.57,28.32,47.45,32.69,6.97,72.57,26.61
RYN,,,,,,,,,,
RYTM,10.03,60.33,85.21,48.12,60.76,7.82,56.77,83.92,48.12,59.36
S,3.57,35.5,97.29,18.25,56.49,3.38,33.72,99.55,18.25,57.26
SABR,14.49,32.24,62.9,43.4,29.13,18.67,19.94,80.78,43.4,32.48
SAFE,76.87,58.58,96.52,12.93,59.6,64.26,53.71,67.3,12.93,45.57
SAFM,94.81,41.0,,62.04,66.59,94.81,41.0,,62.04,66.59
SAGE,28.42,36.36,84.51,30.11,50.19,22.42,30.97,83.22,30.11,48.23
SAH,57.9,28.45,,93.1,55.9,62.82,29.31,,93.1,57.69
SAIA,21.18,64.74,80.87,5.77,44.31,20.45,67.31,77.98,5.77,43.9
SAIC,87.54,16.98,11.31,42.52,24.73,87.97,19.98,11.31,42.52,25.36
SAIL,0.0,48.59,,55.65,32.89,0.0,51.38,,55.65,33.98
SAM,,,,,,,,,,
SANA,11.94,32.6,,35.14,20.51,11.42,32.6,,35.14,20.43
SAND,50.0,4.17,95.65,79.03,55.72,50.0,4.17,100.0,79.03,56.75
SANM,72.02,37.96,41.94,78.26,51.71,73.35,38.2,51.79,78.26,55.06
SAP,22.57,61.03,36.65,83.03,47.36,23.71,63.63,35.75,83.03,47.54
SAR,31.46,49.51,,80.43,44.19,34.35,47.33,,80.43,44.29
SATL,0.0,31.94,96.77,92.75,45.3,0.0,15.75,96.77,92.75,41.26
SATS,18.52,30.54,43.51,16.13,23.14,15.15,30.54,37.73,16.13,20.55
SB,88.1,75.0,47.87,19.23,49.16,87.02,75.0,44.15,19.23,47.77
SBAC,32.22,88.29,52.56,48.57,54.06,34.08,90.08,48.64,48.57,53.8
SBH,93.47,42.0,35.82,30.26,38.84,95.35,42.94,30.04,30.26,37.42
SBRA,42.07,54.24,33.39,93.88,47.19,45.8,47.49,47.14,93.88,50.82
SBTX,13.23,94.21,97.89,48.26,69.17,9.99,31.85,96.5,48.26,58.87
SBUX,18.03,78.95,42.86,70.27,51.12,20.59,78.95,42.14,70.27,51.39
SC,,,,,,,,,,
SCCO,44.22,91.67,51.86,38.71,52.22,45.42,91.67,51.86,38.71,52.57
SCHL,,,,,,,,,,
SCHN,,,,,,,,,,
SCI,62.57,67.74,28.17,54.84,54.24,59.69,67.74,26.84,54.84,53.11
SCL,38.84,16.67,26.94,26.67,18.96,39.12,17.78,25.87,26.67,19.02
SCPL,86.62,68.19,31.67,44.98,40.46,91.41,69.26,31.22,44.98,41.01
SCS,86.53,25.89,43.44,13.27,36.45,86.95,15.78,30.05,13.27,30.02
SCSC,92.04,32.15,36.45,40.58,42.12,92.04,32.62,63.87,40.58,50.45
SCU,65.91,47.04,,25.0,36.47,66.67,48.22,,25.0,37.16
SCVL,71.73,42.08,26.92,7.89,24.45,76.06,62.13,25.22,7.89,28.74
SCWX,10.08,20.67,2.26,63.69,8.1,6.19,21.69,2.26,63.69,7.83
SD,74.81,88.0,7.57,32.05,43.96,74.81,88.24,13.51,32.05,45.09
SDGR,0.0,13.04,,53.65,16.42,0.0,14.27,,53.65,16.9
SE,0.0,16.7,,92.7,39.63,0.0,17.7,,92.7,40.02
SEAS,72.36,77.26,39.83,33.9,48.72,77.39,82.38,40.84,33.9,51.1
SEAT,100.0,65.13,92.86,2.94,60.07,0.0,67.16,75.0,2.94,33.51
SEB,,,,,,,,,,
SEDG,0.0,24.93,,65.94,27.03,0.0,25.83,,65.94,27.31
SEE,,,,,,,,,,
SEM,97.73,71.15,,16.13,54.03,95.83,71.15,,16.13,53.32
SEMR,22.9,55.29,76.02,11.77,43.86,19.04,51.89,74.21,11.77,41.83
SENEA,10.81,21.15,43.75,96.3,31.37,11.0,20.53,42.86,96.3,31.08
SENS,0.0,1.69,69.9,80.0,34.6,0.0,13.12,70.87,80.0,36.76
SES,38.18,3.45,,31.03,14.85,36.82,3.45,,31.03,14.43
SFIX,24.63,6.08,,56.58,21.33,25.0,7.48,,56.58,21.87
SFM,30.57,87.1,66.07,100.0,67.18,30.38,87.1,67.02,100.0,67.3
SFY,,,,,,,,,,
SG,0.0,4.39,85.71,8.11,26.47,0.0,4.39,82.86,8.11,25.49
SGEN,11.88,38.84,25.35,48.98,31.41,12.04,35.48,24.48,48.98,30.45
SGFY,17.26,41.51,94.12,44.98,65.76,18.79,33.67,59.28,44.98,46.89
SGH,45.9,21.51,33.33,55.8,29.21,75.17,19.97,43.26,55.8,38.26
SGMS,85.49,69.14,,37.5,66.12,84.58,68.25,,37.5,65.47
SGMT,16.22,52.3,,54.43,37.47,15.66,52.07,,54.43,37.3
SGRY,22.73,64.02,,25.81,28.33,25.0,64.02,,25.81,29.17
SHAK,2.86,16.67,83.48,81.08,50.79,10.29,16.67,77.86,81.08,50.36
SHC,44.45,58.64,36.75,64.17,42.62,46.4,61.04,40.43,64.17,44.75
SHEN,87.61,100.0,,14.29,61.31,87.61,100.0,,14.29,61.31
SHLS,17.92,63.17,63.41,9.73,31.99,16.36,64.06,62.16,9.73,31.44
SHLX,94.44,97.37,,28.29,73.64,94.44,94.74,,28.29,72.96
SHO,51.83,51.07,68.3,16.33,47.97,52.16,46.15,63.74,16.33,45.42
SHOO,51.0,61.78,66.13,15.79,44.98,51.68,62.32,70.25,15.79,46.64
SHW,22.94,77.78,62.1,86.67,59.66,22.82,77.78,58.76,86.67,58.82
SHYF,,,,,,,,,,
SIBN,0.0,37.79,81.55,88.33,46.48,0.0,38.1,82.52,88.33,46.86
SIC,,,,,,,,,,
SIG,57.24,53.86,26.05,42.11,38.56,61.77,70.69,43.52,42.11,48.86
SIGA,96.07,99.44,,30.83,61.71,97.54,99.44,,30.83,62.26
SILK,0.0,32.15,88.35,62.5,41.7,0.0,31.61,89.32,62.5,41.95
SIMO,6.27,53.94,35.89,73.19,36.97,10.02,53.21,28.87,73.19,35.16
SIRI,43.18,75.1,18.52,6.45,30.34,42.31,72.0,18.52,6.45,29.4
SITC,96.47,50.75,,62.59,63.26,96.47,47.42,,62.59,62.04
SITE,,,,,,,,,,
SITM,0.0,25.27,17.54,63.04,20.88,0.0,26.92,15.79,63.04,20.6
SIX,28.55,65.0,22.64,33.9,30.63,31.44,69.3,18.87,33.9,30.78
SJI,33.09,8.89,,12.24,19.46,32.07,8.89,,12.24,19.04
SJM,62.68,52.66,39.58,38.89,49.33,63.57,57.68,38.78,38.89,50.97
SJW,71.71,60.0,65.85,18.37,55.33,74.77,44.44,78.05,18.37,54.61
SKT,18.38,57.32,44.0,89.12,42.68,24.79,53.14,56.92,89.12,47.52
SKX,59.68,72.97,92.3,48.65,69.39,67.09,70.27,92.73,48.65,70.5
SKY,,,,,,,,,,
SKYT,40.71,10.73,96.49,47.1,45.6,40.15,10.2,97.37,47.1,45.68
SKYW,,,,,,,,,,
SLAB,7.41,46.63,10.1,54.84,23.34,7.14,46.63,6.23,54.84,22.11
SLB,53.97,83.33,46.24,45.0,55.43,50.85,83.33,33.44,45.0,52.05
SLCA,77.65,79.17,78.26,38.71,63.62,77.97,79.17,78.26,38.71,63.72
SLDB,13.76,26.19,,48.32,25.5,13.4,26.52,,48.32,25.54
SLDP,0.0,3.57,100.0,20.35,24.87,0.0,4.46,92.08,20.35,22.72
SLG,48.9,55.17,,87.07,54.87,48.93,49.72,,87.07,52.88
SLGC,32.19,16.53,61.97,48.98,39.86,32.21,15.48,62.24,48.98,39.84
SLGN,,,,,,,,,,
SLM,,,,,,,,,,
SLNO,8.54,40.05,,54.33,36.53,8.71,40.74,,54.33,36.78
SLP,55.86,40.5,43.66,60.45,38.09,34.21,17.42,44.06,60.45,33.22
SLQT,,,,,,,,,,
SLVM,,,,,,,,,,
SM,48.72,54.0,31.48,8.73,32.14,60.55,62.75,35.51,8.73,38.75
SMAR,13.31,52.21,91.86,67.34,68.71,12.8,53.17,90.05,67.34,67.93
SMCI,64.09,45.99,100.0,3.23,56.59,66.37,45.99,100.0,3.23,57.17
SMG,,,,,,,,,,
SMLR,52.5,68.6,28.17,50.19,31.74,45.68,60.65,27.97,50.19,29.93
SMMT,2.96,39.47,,75.27,43.44,3.08,39.51,,75.27,43.47
SMP,59.05,45.69,26.35,72.41,38.49,59.27,69.83,28.25,72.41,44.0
SMPL,49.19,60.76,72.92,44.44,53.26,49.7,59.52,75.71,44.44,53.56
SMR,,,,,,,,,,
SMTC,17.4,36.41,54.64,49.28,36.98,18.29,52.16,50.99,49.28,39.04
SMWB,21.21,38.69,75.0,67.65,43.52,10.42,40.26,78.57,67.65,42.92
SN,11.29,59.46,100.0,86.49,67.95,24.24,58.56,94.12,86.49,68.36
SNA,82.87,92.6,41.74,76.11,70.06,81.95,93.2,40.3,76.11,69.54
SNAP,10.1,18.57,53.57,5.88,24.18,11.46,17.52,57.14,5.88,25.47
SNCY,,,,,,,,,,
SNDK,21.79,23.42,,64.18,29.75,23.5,26.29,,64.18,31.38
SNDL,14.81,14.63,100.0,14.63,34.11,14.29,15.44,100.0,14.63,34.11
SNDR,43.56,40.38,21.97,82.69,39.54,43.05,39.1,24.53,82.69,39.86
SNDX,18.46,83.47,57.18,51.48,47.83,11.36,74.84,51.97,51.48,43.19
SNEX,95.17,23.59,80.65,86.49,66.97,95.09,23.67,78.12,86.49,66.08
SNH,68.96,22.6,27.13,61.9,33.34,66.39,21.25,27.88,61.9,32.45
SNOW,5.46,65.39,92.76,86.5,74.87,4.85,66.66,98.64,86.5,78.0
SNPO,43.16,38.21,62.9,34.78,36.18,44.73,40.11,58.06,34.78,35.61
SNPS,28.43,84.02,61.09,46.53,58.08,28.76,80.75,60.63,46.53,57.25
SNX,70.6,46.57,54.3,73.58,58.46,70.46,47.88,53.18,73.58,58.42
SOFI,,,,,,,,,,
SOI,35.71,3.33,44.4,82.5,32.97,34.62,66.67,20.48,82.5,41.55
SOLY,0.0,,,53.33,27.2,0.0,,,53.33,27.2
SON,,,,,,,,,,
SONO,0.0,33.87,7.41,9.68,5.56,0.0,36.04,7.41,9.68,6.09
SOUN,0.0,13.05,99.55,51.28,57.82,0.0,13.37,99.1,51.28,57.65
SOVO,19.4,28.23,87.5,62.04,40.26,19.13,28.23,87.76,62.04,40.22
SP,38.7,26.48,95.35,33.96,41.69,40.81,27.14,95.35,33.96,42.39
SPB,80.65,21.62,45.71,18.92,37.91,60.07,20.72,36.09,18.92,30.24
SPG,42.16,79.99,40.27,76.19,54.79,41.94,72.47,41.36,76.19,53.14
SPGI,46.06,54.98,63.81,35.14,51.79,40.95,60.39,58.56,35.14,50.2
SPH,66.24,68.89,9.76,14.29,35.76,66.24,66.67,12.2,14.29,35.7
SPIR,0.0,1.92,,47.17,4.0,0.0,1.92,,47.17,4.0
SPNE,0.0,29.28,,53.33,27.71,0.0,27.92,,53.33,27.38
SPNS,70.62,39.04,29.86,49.82,30.15,70.75,40.08,29.41,49.82,30.14
SPNT,,,,,,,,,,
SPOK,48.29,76.79,71.37,51.43,52.93,48.29,78.57,68.1,51.43,52.39
SPOT,17.12,27.33,82.14,94.12,56.78,17.5,30.33,85.71,94.12,58.85
SPR,0.0,15.44,68.75,39.47,27.29,0.0,15.44,65.62,39.47,26.35
SPSC,36.11,61.33,71.95,11.68,50.97,37.91,60.76,68.78,11.68,49.48
SPT,9.62,33.73,73.08,8.57,24.43,6.41,36.9,73.08,8.57,24.41
SPTN,57.07,18.28,25.6,35.48,27.6,57.26,19.35,36.88,35.48,30.09
SPXC,25.31,52.06,88.29,61.95,54.36,25.9,48.45,85.93,61.95,52.9
SQ,52.87,16.5,68.33,57.48,53.19,57.42,19.92,66.06,57.48,53.25
SQSP,24.16,72.95,54.75,53.28,52.1,25.55,71.03,53.39,53.28,51.21
SRC,39.37,44.27,73.06,34.69,48.04,44.97,58.63,74.86,34.69,53.96
SRCL,,,,,,,,,,
SRDX,0.0,47.57,53.4,13.33,19.36,0.0,48.77,53.4,13.33,19.55
SRE,81.24,20.0,17.07,16.33,36.65,79.2,28.89,7.32,16.33,36.28
SRPT,31.89,43.8,66.9,61.76,55.34,31.88,18.06,67.13,61.76,51.63
SRRA,7.33,22.89,,48.98,33.71,6.89,22.78,,48.98,33.61
SRRK,5.2,45.54,,68.78,42.45,4.73,45.23,,68.78,42.28
SSD,63.81,87.34,50.69,30.36,56.32,61.13,84.64,46.62,30.36,53.75
SSNC,75.13,50.04,25.34,75.36,43.69,77.22,47.61,24.43,75.36,43.01
SSP,92.17,59.22,29.63,41.94,42.25,93.65,45.52,29.63,41.94,39.2
SSTK,48.03,59.99,42.86,11.76,32.08,67.08,60.97,46.43,11.76,37.54
ST,61.89,46.8,39.65,11.59,37.64,62.93,44.9,38.31,11.59,37.02
STAA,0.0,71.68,24.39,4.17,10.88,0.0,72.16,22.59,4.17,10.34
STAG,23.24,58.94,66.05,60.54,48.59,29.45,55.69,65.22,60.54,49.38
STAY,16.27,55.78,,33.9,35.1,16.34,53.82,,33.9,34.53
STE,55.65,53.01,54.63,74.17,58.35,56.91,50.21,63.29,74.17,61.2
STEP,25.1,63.19,,91.3,55.05,24.87,64.43,,91.3,55.44
STER,34.28,32.57,26.02,55.11,23.64,36.1,34.56,25.57,55.11,24.01
STGW,,,,,,,,,,
STLA,100.0,87.93,100.0,8.62,72.43,100.0,89.66,100.0,8.62,72.77
STLD,,,,,,,,,,
STM,89.37,60.77,89.47,60.14,74.37,29.61,58.45,45.58,60.14,46.65
STMP,51.65,82.3,,44.98,61.13,52.39,82.57,,44.98,61.42
STNE,43.1,31.87,,74.27,46.71,42.99,35.12,,74.27,47.96
STOK,16.73,45.64,,40.47,28.24,16.06,45.29,,40.47,28.02
STOR,27.93,52.61,70.05,34.69,48.07,42.48,56.2,51.32,34.69,47.64
STRA,,,,,,,,,,
STRL,33.79,86.56,,89.29,64.72,34.62,82.97,,89.29,63.75
STWD,71.31,58.73,,78.23,65.66,71.23,54.6,,78.23,64.1
STX,44.05,55.56,6.08,66.67,39.03,46.37,56.03,6.5,66.67,39.86
STZ,,,,,,,,,,
SU,,,,,,,,,,
SUI,23.83,30.96,,70.75,34.04,22.64,31.2,,70.75,33.61
